"행정구역","2023년_계_총인구수","2023년_계_연령구간인구수","2023년_계_0~4세","2023년_계_5~9세","2023년_계_10~14세","2023년_계_15~19세","2023년_계_20~24세","2023년_계_25~29세","2023년_계_30~34세","2023년_계_35~39세","2023년_계_40~44세","2023년_계_45~49세","2023년_계_50~54세","2023년_계_55~59세","2023년_계_60~64세","2023년_계_65~69세","2023년_계_70~74세","2023년_계_75~79세","2023년_계_80~84세","2023년_계_85~89세","2023년_계_90~94세","2023년_계_95~99세","2023년_계_100세 이상","2023년_남_총인구수","2023년_남_연령구간인구수","2023년_남_0~4세","2023년_남_5~9세","2023년_남_10~14세","2023년_남_15~19세","2023년_남_20~24세","2023년_남_25~29세","2023년_남_30~34세","2023년_남_35~39세","2023년_남_40~44세","2023년_남_45~49세","2023년_남_50~54세","2023년_남_55~59세","2023년_남_60~64세","2023년_남_65~69세","2023년_남_70~74세","2023년_남_75~79세","2023년_남_80~84세","2023년_남_85~89세","2023년_남_90~94세","2023년_남_95~99세","2023년_남_100세 이상","2023년_여_총인구수","2023년_여_연령구간인구수","2023년_여_0~4세","2023년_여_5~9세","2023년_여_10~14세","2023년_여_15~19세","2023년_여_20~24세","2023년_여_25~29세","2023년_여_30~34세","2023년_여_35~39세","2023년_여_40~44세","2023년_여_45~49세","2023년_여_50~54세","2023년_여_55~59세","2023년_여_60~64세","2023년_여_65~69세","2023년_여_70~74세","2023년_여_75~79세","2023년_여_80~84세","2023년_여_85~89세","2023년_여_90~94세","2023년_여_95~99세","2023년_여_100세 이상"
"충청남도 부여군 (4476000000)","61,046","61,046","725","1,430","1,903","2,169","2,251","2,062","1,740","1,908","2,793","3,317","4,509","5,254","6,953","6,901","5,145","4,093","3,953","2,672","1,002","236","30","30,417","30,417","393","742","1,045","1,124","1,270","1,230","976","994","1,517","1,836","2,446","2,787","3,520","3,491","2,493","1,859","1,517","853","278","43","3","30,629","30,629","332","688","858","1,045","981","832","764","914","1,276","1,481","2,063","2,467","3,433","3,410","2,652","2,234","2,436","1,819","724","193","27"
"충청남도 서천군 (4477000000)","49,116","49,116","695","1,089","1,479","1,606","1,640","1,508","1,488","1,465","2,267","2,642","3,730","4,100","5,465","5,424","4,278","3,578","3,353","2,210","911","166","22","24,257","24,257","348","548","746","825","937","891","816","824","1,209","1,456","2,068","2,185","2,821","2,701","2,009","1,655","1,220","743","223","29","3","24,859","24,859","347","541","733","781","703","617","672","641","1,058","1,186","1,662","1,915","2,644","2,723","2,269","1,923","2,133","1,467","688","137","19"
"충청남도 청양군 (4479000000)","30,168","30,168","399","571","856","1,068","1,361","1,110","874","967","1,254","1,466","2,203","2,702","3,542","3,323","2,471","1,948","1,982","1,434","533","96","8","15,427","15,427","201","296","442","581","801","659","496","527","715","854","1,269","1,509","1,852","1,705","1,246","899","734","456","162","20","3","14,741","14,741","198","275","414","487","560","451","378","440","539","612","934","1,193","1,690","1,618","1,225","1,049","1,248","978","371","76","5"
"충청남도 홍성군 (4480000000)","97,524","97,524","2,413","3,855","4,643","4,677","4,331","4,289","4,573","4,767","6,620","6,872","7,896","7,746","8,848","7,699","5,760","4,408","4,104","2,831","958","196","38","48,677","48,677","1,266","1,973","2,386","2,388","2,424","2,331","2,485","2,475","3,336","3,546","4,305","4,049","4,489","3,791","2,700","2,032","1,497","911","254","35","4","48,847","48,847","1,147","1,882","2,257","2,289","1,907","1,958","2,088","2,292","3,284","3,326","3,591","3,697","4,359","3,908","3,060","2,376","2,607","1,920","704","161","34"
"충청남도 예산군 (4481000000)","78,354","78,354","1,412","1,895","2,627","2,883","2,929","3,032","3,120","3,113","4,143","4,736","6,332","6,824","8,532","7,857","5,917","4,592","4,319","2,880","984","194","33","39,285","39,285","719","961","1,377","1,497","1,633","1,717","1,737","1,671","2,199","2,539","3,528","3,630","4,282","3,956","2,844","2,068","1,671","959","254","39","4","39,069","39,069","693","934","1,250","1,386","1,296","1,315","1,383","1,442","1,944","2,197","2,804","3,194","4,250","3,901","3,073","2,524","2,648","1,921","730","155","29"
"충청남도 태안군 (4482500000)","60,784","60,784","874","1,451","1,883","2,155","2,066","2,189","1,992","2,102","3,257","3,698","4,857","5,590","6,934","6,494","5,018","4,046","3,297","1,917","776","168","20","30,762","30,762","434","737","974","1,101","1,204","1,358","1,127","1,162","1,781","2,058","2,719","2,971","3,517","3,111","2,474","1,936","1,252","627","185","28","6","30,022","30,022","440","714","909","1,054","862","831","865","940","1,476","1,640","2,138","2,619","3,417","3,383","2,544","2,110","2,045","1,290","591","140","14"
"전라북도  (4500000000)","1,754,757","1,754,757","38,949","63,533","80,691","83,613","94,548","96,265","87,183","85,816","117,858","127,256","152,571","148,247","155,099","129,798","95,537","76,268","65,548","38,583","14,010","2,910","474","873,419","873,419","19,714","32,638","41,464","43,496","51,090","52,378","46,193","43,863","60,205","65,408","79,521","76,747","78,104","64,039","45,039","33,812","24,058","11,875","3,215","499","61","881,338","881,338","19,235","30,895","39,227","40,117","43,458","43,887","40,990","41,953","57,653","61,848","73,050","71,500","76,995","65,759","50,498","42,456","41,490","26,708","10,795","2,411","413"
"전라북도 전주시 (4511000000)","642,727","642,727","16,373","27,619","33,749","34,182","41,460","43,809","39,483","37,305","48,957","50,688","57,666","51,177","48,642","37,423","26,883","20,108","15,323","8,294","2,880","622","84","315,709","315,709","8,296","14,197","17,239","17,749","21,627","23,061","20,669","18,782","24,158","24,749","28,475","25,063","23,241","17,614","12,208","8,879","6,046","2,797","724","124","11","327,018","327,018","8,077","13,422","16,510","16,433","19,833","20,748","18,814","18,523","24,799","25,939","29,191","26,114","25,401","19,809","14,675","11,229","9,277","5,497","2,156","498","73"
"전라북도 전주시 완산구 (4511100000)","327,178","327,178","7,171","12,508","15,728","16,965","21,488","22,894","19,722","17,676","23,057","24,922","30,188","27,467","26,365","20,721","14,770","10,876","8,144","4,504","1,592","370","50","158,979","158,979","3,685","6,451","8,119","8,836","11,189","11,799","10,357","8,881","11,316","11,851","14,536","13,220","12,375","9,710","6,697","4,841","3,182","1,462","401","66","5","168,199","168,199","3,486","6,057","7,609","8,129","10,299","11,095","9,365","8,795","11,741","13,071","15,652","14,247","13,990","11,011","8,073","6,035","4,962","3,042","1,191","304","45"
"전라북도 전주시 덕진구 (4511300000)","315,549","315,549","9,202","15,111","18,021","17,217","19,972","20,915","19,761","19,629","25,900","25,766","27,478","23,710","22,277","16,702","12,113","9,232","7,179","3,790","1,288","252","34","156,730","156,730","4,611","7,746","9,120","8,913","10,438","11,262","10,312","9,901","12,842","12,898","13,939","11,843","10,866","7,904","5,511","4,038","2,864","1,335","323","58","6","158,819","158,819","4,591","7,365","8,901","8,304","9,534","9,653","9,449","9,728","13,058","12,868","13,539","11,867","11,411","8,798","6,602","5,194","4,315","2,455","965","194","28"
"전라북도 군산시 (4513000000)","259,980","259,980","6,056","10,399","13,026","12,579","13,153","13,428","12,669","13,606","20,176","20,603","23,797","21,269","22,177","19,092","13,592","10,497","7,704","4,150","1,643","313","51","131,719","131,719","3,073","5,269","6,674","6,525","7,283","7,512","6,845","7,039","10,573","10,669","12,697","11,189","11,135","9,389","6,444","4,741","2,916","1,316","381","39","10","128,261","128,261","2,983","5,130","6,352","6,054","5,870","5,916","5,824","6,567","9,603","9,934","11,100","10,080","11,042","9,703","7,148","5,756","4,788","2,834","1,262","274","41"
"전라북도 익산시 (4514000000)","270,036","270,036","5,394","9,273","12,219","13,367","16,317","15,666","13,337","12,572","17,507","19,677","24,044","23,975","24,642","20,293","14,444","10,845","9,008","5,057","1,953","397","49","134,381","134,381","2,701","4,731","6,228","6,915","8,769","8,649","7,130","6,503","8,937","10,089","12,260","12,102","12,361","9,974","6,868","4,816","3,348","1,495","429","72","4","135,655","135,655","2,693","4,542","5,991","6,452","7,548","7,017","6,207","6,069","8,570","9,588","11,784","11,873","12,281","10,319","7,576","6,029","5,660","3,562","1,524","325","45"
"전라북도 정읍시 (4518000000)","103,620","103,620","1,893","3,082","4,115","4,501","4,694","4,581","3,901","3,921","5,844","7,056","8,873","9,259","9,995","8,766","6,651","5,919","5,541","3,424","1,297","260","47","51,624","51,624","969","1,584","2,171","2,361","2,647","2,555","2,093","2,057","3,065","3,697","4,783","4,993","5,262","4,363","3,074","2,598","1,992","1,034","275","44","7","51,996","51,996","924","1,498","1,944","2,140","2,047","2,026","1,808","1,864","2,779","3,359","4,090","4,266","4,733","4,403","3,577","3,321","3,549","2,390","1,022","216","40"
"전라북도 남원시 (4519000000)","76,781","76,781","1,507","2,330","3,038","3,553","3,285","3,062","2,725","2,872","4,144","4,946","6,729","6,836","7,628","6,532","5,165","4,415","4,152","2,717","881","225","39","37,674","37,674","758","1,251","1,595","1,833","1,864","1,689","1,406","1,480","2,095","2,475","3,636","3,583","3,907","3,263","2,491","1,877","1,447","785","192","38","9","39,107","39,107","749","1,079","1,443","1,720","1,421","1,373","1,319","1,392","2,049","2,471","3,093","3,253","3,721","3,269","2,674","2,538","2,705","1,932","689","187","30"
"전라북도 김제시 (4521000000)","81,430","81,430","1,583","2,027","2,768","3,042","3,358","3,583","3,108","3,168","4,264","4,893","6,228","7,106","8,352","7,654","6,016","4,890","4,761","3,071","1,281","231","46","40,631","40,631","790","1,061","1,422","1,586","1,872","2,049","1,648","1,644","2,315","2,748","3,496","3,950","4,300","3,901","2,819","2,137","1,671","893","282","39","8","40,799","40,799","793","966","1,346","1,456","1,486","1,534","1,460","1,524","1,949","2,145","2,732","3,156","4,052","3,753","3,197","2,753","3,090","2,178","999","192","38"
"전라북도 완주군 (4571000000)","97,827","97,827","2,470","3,727","4,466","4,185","4,235","4,923","5,322","5,139","6,753","6,895","8,123","8,347","9,050","7,689","5,338","4,181","3,638","2,324","813","181","28","50,192","50,192","1,256","1,853","2,328","2,156","2,405","2,702","2,845","2,619","3,506","3,815","4,420","4,602","4,792","3,994","2,710","1,949","1,300","730","175","32","3","47,635","47,635","1,214","1,874","2,138","2,029","1,830","2,221","2,477","2,520","3,247","3,080","3,703","3,745","4,258","3,695","2,628","2,232","2,338","1,594","638","149","25"
"전라북도 진안군 (4572000000)","24,465","24,465","475","451","722","837","852","770","692","704","985","1,238","1,864","2,405","3,037","2,551","2,005","1,706","1,639","1,062","371","84","15","12,497","12,497","259","212","373","446","501","435","347","334","551","721","1,062","1,364","1,677","1,370","1,019","802","615","318","73","17","1","11,968","11,968","216","239","349","391","351","335","345","370","434","517","802","1,041","1,360","1,181","986","904","1,024","744","298","67","14"
"전라북도 무주군 (4573000000)","23,251","23,251","312","540","804","904","828","700","723","731","1,114","1,371","1,871","2,153","2,646","2,384","1,741","1,431","1,581","1,000","331","69","17","11,629","11,629","149","304","405","457","454","401","394","389","612","749","1,071","1,189","1,417","1,251","829","592","560","313","77","14","2","11,622","11,622","163","236","399","447","374","299","329","342","502","622","800","964","1,229","1,133","912","839","1,021","687","254","55","15"
"전라북도 장수군 (4574000000)","20,983","20,983","351","467","736","818","692","670","508","695","959","1,189","1,616","1,957","2,295","2,161","1,759","1,385","1,461","894","301","58","11","10,535","10,535","170","251","396","410","396","396","271","350","525","687","908","1,089","1,242","1,091","896","613","483","261","86","13","1","10,448","10,448","181","216","340","408","296","274","237","345","434","502","708","868","1,053","1,070","863","772","978","633","215","45","10"
"전라북도 임실군 (4575000000)","25,956","25,956","551","549","698","755","815","897","843","824","1,066","1,251","1,865","2,431","3,054","2,549","2,125","1,882","1,965","1,283","439","99","15","13,354","13,354","274","304","354","407","472","542","445","445","626","762","1,102","1,380","1,700","1,420","1,050","864","688","382","118","17","2","12,602","12,602","277","245","344","348","343","355","398","379","440","489","763","1,051","1,354","1,129","1,075","1,018","1,277","901","321","82","13"
"전라북도 순창군 (4577000000)","26,764","26,764","449","645","918","1,158","1,108","890","751","860","1,286","1,625","2,080","2,347","2,868","2,491","1,889","1,857","1,913","1,173","361","77","18","13,161","13,161","203","349","471","605","616","503","377","434","650","929","1,198","1,266","1,537","1,302","881","786","596","347","92","18","1","13,603","13,603","246","296","447","553","492","387","374","426","636","696","882","1,081","1,331","1,189","1,008","1,071","1,317","826","269","59","17"
"전라북도 고창군 (4579000000)","51,750","51,750","787","1,260","1,799","2,042","1,820","1,673","1,554","1,741","2,397","2,867","4,011","4,555","5,405","5,182","4,015","3,711","3,695","2,231","790","175","40","25,817","25,817","435","654","955","1,173","1,074","956","854","896","1,312","1,639","2,275","2,548","2,802","2,598","1,901","1,638","1,279","642","164","20","2","25,933","25,933","352","606","844","869","746","717","700","845","1,085","1,228","1,736","2,007","2,603","2,584","2,114","2,073","2,416","1,589","626","155","38"
"전라북도 부안군 (4580000000)","49,187","49,187","748","1,164","1,633","1,690","1,931","1,613","1,567","1,678","2,406","2,957","3,804","4,430","5,308","5,031","3,914","3,441","3,167","1,903","669","119","14","24,496","24,496","381","618","853","873","1,110","928","869","891","1,280","1,679","2,138","2,429","2,731","2,509","1,849","1,520","1,117","562","147","12","0","24,691","24,691","367","546","780","817","821","685","698","787","1,126","1,278","1,666","2,001","2,577","2,522","2,065","1,921","2,050","1,341","522","107","14"
"전라남도  (4600000000)","1,804,217","1,804,217","43,693","64,033","79,600","79,333","86,939","91,213","84,309","85,193","118,427","122,386","151,901","158,381","167,935","137,522","103,680","86,242","78,836","44,854","15,935","3,213","592","909,548","909,548","22,170","32,837","40,724","41,083","48,690","51,068","45,111","44,360","62,384","65,440","81,833","85,337","87,177","69,663","49,735","37,643","27,986","12,437","3,273","528","69","894,669","894,669","21,523","31,196","38,876","38,250","38,249","40,145","39,198","40,833","56,043","56,946","70,068","73,044","80,758","67,859","53,945","48,599","50,850","32,417","12,662","2,685","523"
"전라남도 목포시 (4611000000)","214,156","214,156","4,643","8,874","11,922","11,373","12,236","12,138","10,400","11,164","17,147","17,373","19,633","17,333","17,474","14,080","10,330","8,206","5,857","2,815","942","179","37","106,416","106,416","2,382","4,571","6,123","5,784","6,714","6,577","5,385","5,642","8,854","8,917","10,125","8,828","8,271","6,645","4,689","3,575","2,248","836","211","34","5","107,740","107,740","2,261","4,303","5,799","5,589","5,522","5,561","5,015","5,522","8,293","8,456","9,508","8,505","9,203","7,435","5,641","4,631","3,609","1,979","731","145","32"
"전라남도 여수시 (4613000000)","271,696","271,696","6,753","10,328","12,253","12,390","14,321","15,644","14,226","13,902","19,229","19,429","23,792","23,691","24,603","20,321","14,899","11,202","8,609","4,161","1,549","332","62","138,354","138,354","3,438","5,267","6,194","6,428","8,069","8,908","7,853","7,459","10,102","10,138","12,663","12,381","12,317","10,031","7,205","5,027","3,239","1,262","313","53","7","133,342","133,342","3,315","5,061","6,059","5,962","6,252","6,736","6,373","6,443","9,127","9,291","11,129","11,310","12,286","10,290","7,694","6,175","5,370","2,899","1,236","279","55"
"전라남도 순천시 (4615000000)","278,137","278,137","8,218","11,980","14,271","14,397","16,400","17,157","16,305","15,771","20,173","20,303","24,681","24,443","23,521","16,986","11,435","8,497","7,398","4,273","1,577","302","49","138,814","138,814","4,159","6,193","7,359","7,440","9,019","9,342","8,618","8,038","10,128","9,879","12,281","12,270","11,894","8,519","5,603","3,749","2,708","1,229","336","46","4","139,323","139,323","4,059","5,787","6,912","6,957","7,381","7,815","7,687","7,733","10,045","10,424","12,400","12,173","11,627","8,467","5,832","4,748","4,690","3,044","1,241","256","45"
"전라남도 나주시 (4617000000)","117,377","117,377","3,791","5,203","5,473","4,638","5,009","6,381","7,132","7,033","8,986","8,053","8,658","8,880","9,886","8,353","6,061","5,129","4,763","2,712","1,013","185","38","59,261","59,261","1,925","2,694","2,781","2,427","2,715","3,283","3,685","3,617","4,733","4,466","4,868","4,776","5,252","4,251","2,917","2,224","1,655","737","204","44","7","58,116","58,116","1,866","2,509","2,692","2,211","2,294","3,098","3,447","3,416","4,253","3,587","3,790","4,104","4,634","4,102","3,144","2,905","3,108","1,975","809","141","31"
"전라남도 광양시 (4623000000)","152,666","152,666","4,869","6,558","7,972","7,691","8,123","9,853","9,538","8,767","11,676","11,186","14,606","15,537","12,640","8,550","5,304","3,721","3,148","1,998","730","168","31","79,892","79,892","2,433","3,369","4,078","3,949","4,679","5,765","5,323","4,642","6,235","5,824","7,346","8,738","6,762","4,523","2,705","1,668","1,116","587","129","20","1","72,774","72,774","2,436","3,189","3,894","3,742","3,444","4,088","4,215","4,125","5,441","5,362","7,260","6,799","5,878","4,027","2,599","2,053","2,032","1,411","601","148","30"
"전라남도 담양군 (4671000000)","45,373","45,373","853","1,120","1,352","1,560","1,816","2,015","1,709","1,646","2,182","2,581","3,659","4,318","5,189","4,240","3,258","2,774","2,798","1,605","537","127","34","22,961","22,961","416","561","721","780","1,043","1,178","868","861","1,156","1,485","2,051","2,357","2,841","2,199","1,581","1,267","1,001","445","121","26","3","22,412","22,412","437","559","631","780","773","837","841","785","1,026","1,096","1,608","1,961","2,348","2,041","1,677","1,507","1,797","1,160","416","101","31"
"전라남도 곡성군 (4672000000)","26,905","26,905","259","527","748","896","1,004","1,025","772","767","1,140","1,448","2,071","2,559","3,113","2,596","2,104","1,838","2,014","1,385","486","138","15","13,375","13,375","127","265","405","502","572","562","422","397","619","799","1,150","1,435","1,705","1,388","1,038","784","682","389","109","24","1","13,530","13,530","132","262","343","394","432","463","350","370","521","649","921","1,124","1,408","1,208","1,066","1,054","1,332","996","377","114","14"
"전라남도 구례군 (4673000000)","24,314","24,314","327","505","783","825","906","694","631","708","1,069","1,319","2,064","2,347","2,890","2,324","1,883","1,709","1,814","1,061","378","69","8","11,890","11,890","168","236","383","451","508","407","303","360","575","704","1,160","1,278","1,557","1,165","888","752","585","319","76","14","1","12,424","12,424","159","269","400","374","398","287","328","348","494","615","904","1,069","1,333","1,159","995","957","1,229","742","302","55","7"
"전라남도 고흥군 (4677000000)","61,113","61,113","907","1,145","1,575","1,816","1,850","1,641","1,484","1,678","2,417","3,027","4,309","5,208","6,995","6,463","5,835","5,074","5,084","3,039","1,280","233","53","29,893","29,893","465","550","833","967","1,084","943","810","896","1,313","1,764","2,567","2,906","3,673","3,262","2,769","2,144","1,798","836","275","32","6","31,220","31,220","442","595","742","849","766","698","674","782","1,104","1,263","1,742","2,302","3,322","3,201","3,066","2,930","3,286","2,203","1,005","201","47"
"전라남도 보성군 (4678000000)","37,686","37,686","500","753","1,072","1,217","1,232","1,124","980","1,071","1,561","1,875","2,756","3,362","4,231","3,837","3,290","2,826","3,129","1,944","746","150","30","18,465","18,465","258","394","550","621","709","636","560","574","845","1,061","1,589","1,921","2,229","1,978","1,514","1,261","1,077","499","165","20","4","19,221","19,221","242","359","522","596","523","488","420","497","716","814","1,167","1,441","2,002","1,859","1,776","1,565","2,052","1,445","581","130","26"
"전라남도 화순군 (4679000000)","61,254","61,254","1,073","1,655","2,353","2,746","3,170","3,010","2,391","2,139","3,157","3,917","5,415","5,816","6,227","4,909","3,745","3,328","3,391","2,013","642","139","18","30,322","30,322","573","842","1,230","1,434","1,672","1,612","1,257","1,079","1,594","2,026","2,860","3,166","3,361","2,604","1,812","1,339","1,160","537","137","26","1","30,932","30,932","500","813","1,123","1,312","1,498","1,398","1,134","1,060","1,563","1,891","2,555","2,650","2,866","2,305","1,933","1,989","2,231","1,476","505","113","17"
"전라남도 장흥군 (4680000000)","35,046","35,046","643","838","1,172","1,267","1,311","1,181","1,104","1,166","1,710","1,825","2,680","3,201","3,684","3,360","2,639","2,426","2,487","1,615","611","108","18","17,121","17,121","302","434","598","677","739","685","595","597","954","1,027","1,463","1,773","1,913","1,657","1,263","1,027","852","427","117","16","5","17,925","17,925","341","404","574","590","572","496","509","569","756","798","1,217","1,428","1,771","1,703","1,376","1,399","1,635","1,188","494","92","13"
"전라남도 강진군 (4681000000)","32,722","32,722","612","768","1,051","1,205","1,196","1,164","1,055","1,078","1,520","1,716","2,442","2,823","3,587","3,163","2,549","2,358","2,332","1,439","543","109","12","15,949","15,949","309","371","560","616","691","648","554","556","789","947","1,371","1,534","1,859","1,601","1,210","1,000","808","408","101","14","2","16,773","16,773","303","397","491","589","505","516","501","522","731","769","1,071","1,289","1,728","1,562","1,339","1,358","1,524","1,031","442","95","10"
"전라남도 해남군 (4682000000)","64,575","64,575","1,273","1,667","2,251","2,461","2,498","2,269","1,911","2,177","3,198","3,736","5,092","5,817","6,932","6,201","5,006","4,425","4,244","2,419","803","167","28","32,249","32,249","652","868","1,117","1,274","1,472","1,294","1,039","1,172","1,681","2,107","2,933","3,233","3,674","3,114","2,376","1,909","1,496","662","147","28","1","32,326","32,326","621","799","1,134","1,187","1,026","975","872","1,005","1,517","1,629","2,159","2,584","3,258","3,087","2,630","2,516","2,748","1,757","656","139","27"
"전라남도 영암군 (4683000000)","52,350","52,350","1,073","1,524","2,047","2,043","2,444","2,282","1,856","2,120","3,370","3,608","4,600","4,906","5,179","4,246","3,195","2,834","2,709","1,614","585","95","20","27,372","27,372","559","790","1,029","1,091","1,464","1,365","1,001","1,120","1,978","2,157","2,658","2,855","2,875","2,194","1,551","1,182","927","422","135","16","3","24,978","24,978","514","734","1,018","952","980","917","855","1,000","1,392","1,451","1,942","2,051","2,304","2,052","1,644","1,652","1,782","1,192","450","79","17"
"전라남도 무안군 (4684000000)","90,296","90,296","2,698","4,407","5,436","4,630","4,620","4,581","4,790","5,328","7,592","6,854","7,013","6,612","6,735","5,627","4,283","3,610","3,102","1,667","570","120","21","45,431","45,431","1,378","2,296","2,726","2,363","2,510","2,456","2,437","2,657","3,852","3,669","3,837","3,592","3,533","2,793","2,083","1,624","1,059","442","108","16","0","44,865","44,865","1,320","2,111","2,710","2,267","2,110","2,125","2,353","2,671","3,740","3,185","3,176","3,020","3,202","2,834","2,200","1,986","2,043","1,225","462","104","21"
"전라남도 함평군 (4686000000)","30,601","30,601","433","551","891","962","1,066","1,030","910","876","1,325","1,629","2,317","2,912","3,373","3,159","2,450","2,253","2,378","1,457","480","130","19","15,505","15,505","210","286","481","514","616","606","500","468","770","962","1,394","1,719","1,882","1,661","1,170","922","837","382","100","24","1","15,096","15,096","223","265","410","448","450","424","410","408","555","667","923","1,193","1,491","1,498","1,280","1,331","1,541","1,075","380","106","18"
"전라남도 영광군 (4687000000)","51,750","51,750","1,911","1,491","1,879","2,033","2,152","2,300","2,224","2,281","2,857","3,207","3,901","4,437","4,796","4,351","3,589","3,103","2,997","1,639","471","103","28","25,874","25,874","964","726","967","1,052","1,214","1,284","1,135","1,168","1,528","1,843","2,221","2,442","2,522","2,256","1,636","1,320","1,044","433","99","15","5","25,876","25,876","947","765","912","981","938","1,016","1,089","1,113","1,329","1,364","1,680","1,995","2,274","2,095","1,953","1,783","1,953","1,206","372","88","23"
"전라남도 장성군 (4688000000)","42,543","42,543","763","1,217","1,475","1,527","1,694","1,917","1,581","1,564","2,207","2,601","3,483","3,904","4,467","3,755","3,000","2,622","2,590","1,581","470","104","21","21,892","21,892","399","609","739","801","970","1,192","886","841","1,177","1,479","2,001","2,226","2,453","1,997","1,452","1,187","912","430","113","23","5","20,651","20,651","364","608","736","726","724","725","695","723","1,030","1,122","1,482","1,678","2,014","1,758","1,548","1,435","1,678","1,151","357","81","16"
"전라남도 완도군 (4689000000)","46,641","46,641","951","1,466","1,697","1,655","1,556","1,572","1,350","1,737","2,722","2,820","3,546","3,914","4,879","4,302","3,535","3,335","3,181","1,687","617","101","18","23,545","23,545","482","786","871","881","909","924","749","928","1,534","1,677","2,055","2,215","2,469","2,179","1,676","1,467","1,134","468","125","15","1","23,096","23,096","469","680","826","774","647","648","601","809","1,188","1,143","1,491","1,699","2,410","2,123","1,859","1,868","2,047","1,219","492","86","17"
"전라남도 진도군 (4690000000)","28,979","28,979","546","749","996","997","1,133","1,051","930","963","1,426","1,701","2,175","2,624","3,009","2,707","2,181","2,091","2,073","1,156","396","61","14","14,453","14,453","266","351","504","518","642","630","502","506","819","1,008","1,303","1,462","1,533","1,429","1,039","911","675","282","62","9","2","14,526","14,526","280","398","492","479","491","421","428","457","607","693","872","1,162","1,476","1,278","1,142","1,180","1,398","874","334","52","12"
"전라남도 신안군 (4691000000)","38,037","38,037","597","707","931","1,004","1,202","1,184","1,030","1,257","1,763","2,178","3,008","3,737","4,525","3,992","3,109","2,881","2,738","1,574","509","93","18","20,514","20,514","305","378","475","513","679","771","629","782","1,148","1,501","1,937","2,230","2,602","2,217","1,558","1,304","973","405","90","13","4","17,523","17,523","292","329","456","491","523","413","401","475","615","677","1,071","1,507","1,923","1,775","1,551","1,577","1,765","1,169","419","80","14"
"경상북도  (4700000000)","2,554,324","2,554,324","59,519","92,407","108,925","108,386","120,289","127,966","128,262","130,892","178,092","179,274","219,007","225,700","245,119","204,308","149,037","103,909","95,612","54,388","18,784","3,883","565","1,290,298","1,290,298","30,559","47,533","56,562","57,113","68,500","73,633","71,128","69,578","92,659","93,365","114,133","116,340","124,507","102,082","70,824","46,265","34,751","15,935","4,131","646","54","1,264,026","1,264,026","28,960","44,874","52,363","51,273","51,789","54,333","57,134","61,314","85,433","85,909","104,874","109,360","120,612","102,226","78,213","57,644","60,861","38,453","14,653","3,237","511"
"경상북도 포항시 (4711000000)","493,033","493,033","12,069","20,091","23,741","22,070","22,932","27,103","26,948","26,851","37,934","35,967","43,267","43,456","46,552","39,718","26,457","16,617","12,539","6,103","2,116","439","63","250,242","250,242","6,216","10,486","12,352","11,592","13,250","15,934","15,297","14,042","19,452","18,260","21,656","21,829","22,774","19,345","12,933","7,738","4,833","1,753","435","59","6","242,791","242,791","5,853","9,605","11,389","10,478","9,682","11,169","11,651","12,809","18,482","17,707","21,611","21,627","23,778","20,373","13,524","8,879","7,706","4,350","1,681","380","57"
"경상북도 포항시 남구 (4711100000)","226,278","226,278","5,153","8,837","10,856","9,931","10,566","13,220","12,311","12,028","17,528","16,752","19,868","20,062","21,127","18,385","12,522","7,686","5,673","2,695","866","188","24","117,509","117,509","2,650","4,623","5,661","5,229","6,293","8,186","7,212","6,368","9,189","8,792","10,265","10,538","10,571","8,967","6,124","3,615","2,259","782","161","23","1","108,769","108,769","2,503","4,214","5,195","4,702","4,273","5,034","5,099","5,660","8,339","7,960","9,603","9,524","10,556","9,418","6,398","4,071","3,414","1,913","705","165","23"
"경상북도 포항시 북구 (4711300000)","266,755","266,755","6,916","11,254","12,885","12,139","12,366","13,883","14,637","14,823","20,406","19,215","23,399","23,394","25,425","21,333","13,935","8,931","6,866","3,408","1,250","251","39","132,733","132,733","3,566","5,863","6,691","6,363","6,957","7,748","8,085","7,674","10,263","9,468","11,391","11,291","12,203","10,378","6,809","4,123","2,574","971","274","36","5","134,022","134,022","3,350","5,391","6,194","5,776","5,409","6,135","6,552","7,149","10,143","9,747","12,008","12,103","13,222","10,955","7,126","4,808","4,292","2,437","976","215","34"
"경상북도 경주시 (4713000000)","247,489","247,489","5,345","8,068","9,608","9,918","11,308","11,552","11,750","11,311","16,145","17,056","22,547","23,543","25,042","21,015","15,444","10,774","9,535","5,292","1,868","318","50","123,906","123,906","2,784","4,098","4,926","5,225","6,309","6,569","6,475","5,935","8,513","8,884","11,666","12,036","12,837","10,319","7,150","4,807","3,447","1,458","411","50","7","123,583","123,583","2,561","3,970","4,682","4,693","4,999","4,983","5,275","5,376","7,632","8,172","10,881","11,507","12,205","10,696","8,294","5,967","6,088","3,834","1,457","268","43"
"경상북도 김천시 (4715000000)","137,515","137,515","3,590","5,045","5,868","6,308","6,087","6,386","6,840","6,767","9,283","9,181","11,163","11,817","13,350","11,102","8,415","5,927","5,521","3,381","1,201","240","43","69,082","69,082","1,877","2,587","3,049","3,537","3,404","3,630","3,739","3,510","4,844","4,810","5,816","6,130","6,827","5,479","3,962","2,621","1,903","1,027","272","53","5","68,433","68,433","1,713","2,458","2,819","2,771","2,683","2,756","3,101","3,257","4,439","4,371","5,347","5,687","6,523","5,623","4,453","3,306","3,618","2,354","929","187","38"
